id,name,url,description,start_time,end_time,location,address,organizer,is_free,price,currency,thumbnail
A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-09-02T19:00:00+07:00,2025-09-02T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
D9J7S0C2MP,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310388209/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-08-26T19:00:00+07:00,2025-08-26T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
A0Q5E6T1VR,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310271886/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-08-19T19:00:00+07:00,2025-08-19T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
T2M3L4N7ZK,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310123872/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-08-12T19:00:00+07:00,2025-08-12T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
L8Y9F5H2PQ,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310335877/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-08-05T19:00:00+07:00,2025-08-05T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
Q9B1V3R8XT,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310209473/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-07-29T19:00:00+07:00,2025-07-29T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
B5C0M7A9WL,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/310058928/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-07-22T19:00:00+07:00,2025-07-22T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
X7R8N4D2QK,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/309963018/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-07-15T19:00:00+07:00,2025-07-15T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
N1H6Z0F5VP,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/309963017/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-07-08T19:00:00+07:00,2025-07-08T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
H3P4T8Y7EM,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/308439894/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-07-01T19:00:00+07:00,2025-07-01T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
P9L5S1R2XJ,Yanie's Badminton Game,https://www.meetup.com/jaksel-badminton/events/308277793/?eventOrigin=group_events_list,"Hello, we already have members, so the game is always on!!

New Normal for JEB Badminton

To support government maintaining restrictions to contain the spread of COVID-19, JEB will update the regulations by setting the game with limited player and applied the following conditions :

Fee Join = Rp. 80.000,- / person with max 8 players /court .
2 courts' court no 6&7

Cancellation Policy :

A. More than 10 hours before game - no penalty / charge from Fee Join.

B. Less than 9 hours before game - a half penalty / charge from Fee Join.

Thank you for your kind understanding.

Cu soon 🤩",2025-06-24T19:00:00+07:00,2025-06-24T22:00:00+07:00,FKS Sport Center 3,"Jl. Tiong Atas No.7, RT.9/RW.6 · Kota Jakarta Selatan, Da",Yanie G. and Alona K.,false,80000,IDR,https://secure.meetupstatic.com/photos/event/d/0/4/0/highres_500453312.webp?w=750
U6M8K9C0TB,SAGOBAR Garung Anyer bersama Rodalink Cilegon,https://event.rodalink.com/sagobar-garung-anyer-bersama-rodalink-cilegon,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bekasi Tambun Destinasi: Dodol Bekasi BUNGA Jarak: ± 30 KM Sepeda: ALL BIKE Kegiatan: Games Berhadiah, Edukasi Pembuatan Dodol",2025-10-11T07:00:00+07:00,null,Land Mark / Tugu Baja Cilegon,"Jl. Jenderal Sudirman, Ramanuju, Kec. Purwakarta, Kota Cilegon, Banten 42431",Rodalink Cilegon,true,null,null,https://event.rodalink.com/images/FyXFod6syAJ4cANGwdxIJ0nCPaFGLQaUYmVx5Gwn.jpg
C4E9D7N1HV,Gravelan ke Puslit Kopi bersama Rodalink Jember,https://event.rodalink.com/gravelan-ke-puslit-kopi-bersama-rodalink-jember,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 05.30 WIB Titik Start: Rodalink Jember Destinasi: Pusat Penelitian Kopi & Kakao Jarak: ± 25 KM Sepeda: GRAVEL / MTB Kegiatan: Konsumsi, Sharing Session",2025-10-12T05.30.00+07:00,null,Rodalink Jember,"Jl. Gajah Mada No.329, Kaliwates Kidul, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur 68131",Rodalink Jember,true,null,null,https://event.rodalink.com/images/6eoHMdKTCayzcW6J620CMCVLjdLaBOxXwy9DEpYx.jpg
V3F6T0Z8YL,Gowes Sehat bersama Rodalink Madiun,https://event.rodalink.com/gowes-sehat-bersama-rodalink-madiun,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Madiun Titik Finish: Watu Gong Jarak: ± 20 KM Sepeda: ALL BIKE Kegiatan: Konsumsi, Pengecekan Sepeda Gratis",2025-10-12T06.00.00+07:00,null,Rodalink Madiun,"Jl. MT Haryono no 26, Mojorejo, Kota Madiun Madiun,JAWA TIMUR Indonesia.",Rodalink Madiun,true,null,null,https://event.rodalink.com/images/0uurz3cgEdh3jxeUN2JpxNR3qh63vCzPvKggChle.jpg
J7D2R5K9QP,Explore Bekasi with Rodalink Bekasi Jatiwaringin,https://event.rodalink.com/explore-bekasi-with-rodalink-bekasi-jatiwaringin,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bekasi Jatiwaringin Destinasi: Peternakan Hewan Jarak: ± 25 KM Sepeda: ALL BIKE Kegiatan: Konsumsi, Sharing Session",2025-10-12T06.00.00+07:00,null,Rodalink Bekasi Jatiwaringin,"Jl. Raya Jatiwaringin No.110, Jatiwaringin, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411",Rodalink Bekasi Jatiwaringin,true,null,null,https://event.rodalink.com/images/7fHTihdheYun8DS0iZyXqXZQRuOqbnrOiuWRoXPv.jpg
M9X0N3Y4LF,Batik Day Ride with Rodalink Bogor Siliwangi,https://event.rodalink.com/batik-day-ride-with-rodalink-bogor-siliwangi,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bogor Siliwangi Titik Finish: Kopi Nako Sangrai Jarak: ± 25 KM Sepeda: ALL BIKE Kegiatan: Konsumsi, Coaching Clinic",2025-10-12T06.00.00+07:00,null,Rodalink Bogor Siliwangi,"Jl. Siliwangi No.72, RT.04/RW.04, Lawanggintung, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16134",Rodalink Bogor Siliwangi,true,null,null,https://event.rodalink.com/images/DDicpbhuk8yQiFD9xgnBquzIS2ywBGl4gUH5ydH1.jpg
S5H8E7T1ZW,Gowes to Taman Pancasila with Rodalink Bekasi Kalimalang,https://event.rodalink.com/gowes-to-taman-pancasila-with-rodalink-bekasi-kalimalang,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bekasi Kalimalang Titik Finish: Rodalink Bekasi Kalimalang Destinasi: Taman Pancasila Jarak: ± 50 KM Sepeda: ALL BIKE Kegiatan: Konsumsi, Dokumentasi",2025-10-12T06.00.00+07:00,null,Rodalink Bekasi Kalimalang,"Jl. KH. Noer Ali. 1H-I, RT.005/RW.002, Jakasampurna, Kec. Bekasi Bar., Kota Bks, 17145",Rodalink Bekasi Kalimalang,true,null,null,https://event.rodalink.com/images/ubMse1whNyiXUjsFnLsV7JZjqob4XisfjYhMpN5k.jpg
W8Q3P2R9LM,Urban Treasure Ride with Rodalink Surabaya Concept Store,https://event.rodalink.com/urban-treasure-ride-with-rodalink-surabaya-concept-store,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start/Finish: Rodalink Rodalink Surabaya Concept Store Destinasi: Kota Tua Heritage Jarak: ± 50 KM Sepeda: URBAN / FOLDING Kegiatan: Games, Konsumsi, Sharing Session",2025-10-12T06.00.00+07:00,null,Rodalink Surabaya Concept Store,"Jl. Mayjen HR. Muhammad No.28, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226",Rodalink Surabaya Concept Store,true,null,null,https://event.rodalink.com/images/TN2X1d0Z6mXPn6UbPHkUeqphOYSdIh9Lc55Oj7vL.jpg
K1A9V4C7XT,Gravel Adventure Ride with Rodalink Bekasi Cibubur,https://event.rodalink.com/gravel-adventure-ride-with-rodalink-bekasi-cibubur,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bekasi Cibubur Destinasi: UMKM Setu Bekasi Jarak: ± 30 KM Sepeda: GRAVEL / MTB Kegiatan: Konsumsi, Sharing Session",2025-10-12T06.00.00+07:00,null,Rodalink Bekasi Cibubur,"Jl. Alternatif Cibubur No.58, RT.002/RW.008, Jatisampurna, Kec. Jatisampurna, Kota Bks, Jawa Barat 17435",Rodalink Bekasi Cibubur,true,null,null,https://event.rodalink.com/images/B52XeXRgBn3O6XNNhLYSIz6yHiUiL9kV4YHmMVwM.jpg
E6N5M2Y8DJ,Touring Tiga Kota Satu Rantai bersama Rodalink Tangerang Citra Raya,https://event.rodalink.com/touring-tiga-kota-satu-rantai-bersama-rodalink-tangerang-citra-raya,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Tangerang Citra Raya Destinasi: Berkunjung ke Rodalink Tangerang Raya Jarak: ± 90 KM Sepeda: ALL BIKES Kegiatan: Konsumsi, Sharing Session",2025-10-12T06.00.00+07:00,null,Rodalink Tangerang Citra Raya,"Perumahan Citra Raya, Komplek Mardi Grass Blok KF 01, 8 No.10, Mekar Bakti, Kec. Cikupa, Kabupaten Tangerang, Banten 15710",Rodalink Tangerang Citra Raya,true,null,null,https://event.rodalink.com/images/jAuHQcg5noPL5BxB4zO1YEprTXRQHwNl4ApTuKyJ.jpg
Z8R7T1H0PQ,Gowes UMKM bersama Rodalink Bekasi Tambun,https://event.rodalink.com/gowes-umkm-bersama-rodalink-bekasi-tambun,"Tanggal: Minggu, 12 Oktober 2025 Waktu Start: 06.00 WIB Titik Start: Rodalink Bekasi Tambun Destinasi: Dodol Bekasi BUNGA Jarak: ± 30 KM Sepeda: ALL BIKE Kegiatan: Games Berhadiah, Edukasi Pembuatan Dodol",2025-10-12T06.00.00+07:00,null,Rodalink Bekasi Tambun,"Jl. Sultan Hasanudin No.33, Tambun, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",Rodalink Bekasi Tambun,true,null,null,https://event.rodalink.com/images/2x47ZyaZZ9GVe7rzJ4ctOvZixlhH9dmqakomYdv4.jpg
Y9B0C8J2VN,CELEBRITY FITNESS DANCE N ATTITUDE VOL.7 (Jakarta),https://www.ticket2u.id/event/42925/celebrity-fitness-dance-n-attitude-vol.7-(jakarta),"Dance N’ Attitude Intensive Class is an organized program where individuals come together to learn, practice, and improve their dance skills with our Dance Instructors and Choreographers. These workshops can be designed for various age groups, skill levels, and dance styles.

This theme symbolizes a profound and unwavering passion for dance. For those who feel 'born to dance,' it is not merely a hobby; it is a fundamental aspect of their identity. Through dance, they can express their emotions, inspire others to pursue their passion, and, most importantly, enhance their well-being.",2025-05-24T12.30.00+07:00,#VALUE!,Main Studio - Celebrity Fitness Kuningan City,"Celebrity Fitness Kuningan City
14, Jl. Prof. DR. Satrio No.18, RT.11/RW.4, Kuningan, Karet Kuningan, Kuningan, South Jakarta City, Jakarta 12940",Celebrity Fitness,false,450000,IDR,https://images.t2u.io/upload/event/listing/0-42925-AWSS382b707a7-cbb2-48c7-99a7-61ce10b1ec2e-IP77.jpg
G5W6K1S4LP,HYROX CHALLENGE (BANDUNG),https://www.ticket2u.id/event/42867/hyrox-challenge-(bandung),"HYROX CHALLANGE - RELAY Category with CELEBRITY FITNESS INDONESIA



- 1 tim terdiri dari 4 orang 

- Terdiri dari 3 Kategori 

                - Male Relay (Semua Team berisikan Laki-Laki)

                - Female Relay (Semua Team berisikan Perempuan)

                - Mix Relay ( Team berisikan 2 Laki-Laki dan 2 Perempuan)

- 1 tim perlu membayar biaya pendaftaran sebesar Rp 600.000/tim



Acara ini dirancang untuk menguji kekuatan, daya tahan, dan kerja sama tim melalui dua blok latihan intensif, ditambah satu sesi agility run. Setiap tim akan berkompetisi selama 28 menit dalam format wave yang sudah terjadwal.

",2025-04-26T06.40.00+07:00,#VALUE!,Main Studio - Celebrity Fitness Paris Van Java,"Celebrity Fitness Paris Van Java
SL, Paris Van Java, Jl. Sukajadi No.01A, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",Celebrity Fitness,false,600000,IDR,https://images.t2u.io/upload/event/listing/0-42867-AWSS36d713074-b4ec-4e25-bbe9-1424792d7d10-3RWS.jpg
R8F3N2M0XA,FITNESS FIRST HYROX MINI SIMULATION,https://www.ticket2u.id/event/42770/fitness-first-hyrox-mini-simulation,"HYROX Mini Simulation - DOUBLE Category with Fitness First Indonesia

- 1 tim terdiri dari 2 orang (bebas = pria+pria, wanita+wanita, atau pria+wanita)

- 1 tim perlu membayar biaya pendaftaran sebesar Rp 300.000/tim

- HYROX Mini Simulation ini terbatas untuk 40 tim pertama, first pay first serve!



Detail:

Sabtu, 19 April 2025

@Main Lobby, Senayan City 



Wave yang tersedia*;

Wave 1 = 06.30 WIB (10 Tim)

Wave 2 = 06.50 WIB (10 Tim)

Wave 3 = 07.10 WIB (10 Tim)

Wave 4 = 07.30 WIB (10 Tim)



*WAJIB registrasi ulang 30 menit sebelum Wave yang tim Anda pilih

Any inquiry: Dewi – 085885601578



 Event Details:

 Date: SATURDAY, 19 APRIL 2025
 Time: 6 AM – 9 AM
 Location: FITNESS FIRST SENAYAN CITY

 Limited spots available! Reserve your place today and unlock your full potential. ",2025-04-19T06.00.00+07:00,#VALUE!,"Main Lobby, Senayan City ","Fitness First, Jl. Asia Afrika No.Lot 19, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Fitness First,false,300000,IDR,https://images.t2u.io/upload/event/listing/0-42770-AWSS301e06beb-47f9-4a60-ad7e-5056f3e93952-lOsi.jpg
O9L4Q3H5ZT,FITNESS FIRST HYROX PHYSICAL FITNESS TEST (PFT),https://www.ticket2u.id/event/42579/fitness-first-hyrox-physical-fitness-test-(pft,"ABOUT HYROX HYROX PHYSICAL FITNESS TEST (P’F”T) :



HYROX Physical Fitness Test (PFT) It’s a fitness racing party at your place!

Imagine the music pumping, your members starting in waves every 10 minutes, partnering up, and supporting each other as they strive to climb the ranks on the global HYROX leaderboard.

Whether they’re new to fitness racing or seasoned pros, our team will be by your side, ensuring everyone has an absolute blast.

WHY DO A P'F""T?

Personal Fitness Assessment: Measures strength, endurance, and speed.
New Challenge: Provides motivation to improve performance.
Competition Preparation: Helps prepare for Hyrox competitions.
Progress Tracking: Monitors fitness progress over time.
Community & Support: Join a supportive fitness community


 Event Details:

 Date: SATURDAY, 12 & 19 APRIL 2025
 Time: 10 AM – 12 PM
 Location: 

FITNESS FIRST SENAYAN CITY

FITNESS FIRST LIPPO MALL PURI

FITNESS FIRST TAMAN ANGGREK 



Step into the HYROX P'F""T and push your limits in an event designed to test your strength, endurance, and resilience. Take your fitness to new heights and discover what you’re truly capable of. 

 Limited spots available! Reserve your place today and unlock your full potential. ",2025-04-12T10.00.00+07:00,#VALUE!,FITNESS FIRST SENAYAN CITY,"Fitness First, Jl. Asia Afrika No.Lot 19, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Fitness First,false,75000,IDR,https://images.t2u.io/upload/event/listing/0-42579-AWSS3c1c19f07-eb13-4ec8-a816-cf446b7427c0-0D4p.jpg
I6P1J0B7VC,CELEBRITY FITNESS HYROX PHYSICAL FITNESS TEST (PFT),https://www.ticket2u.id/event/42564/celebrity-fitness-hyrox-physical-fitness-test-(pft),"ABOUT HYROX HYROX PHYSICAL FITNESS TEST (P’F”T) :



HYROX Physical Fitness Test (PFT) is a standardized fitness assessment designed to measure an individual's strength, endurance, and overall physical performance. It serves as a benchmark for athletes and fitness enthusiasts preparing for the HYROX competition or looking to evaluate their fitness level.

The PFT consists of a series of functional exercises that replicate movements required in HYROX races, ensuring participants are physically prepared for the challenge. It is open to all fitness levels and can be used as a training tool to track progress and improve performance over time.



✨ Why Join HYROX PFT ?

Benchmark Your Fitness – Assess your current strength, endurance, and overall physical condition.
Prepare for HYROX – Train and test yourself with exercises that mirror the HYROX competition.
Track Your Progress – Use the PFT as a tool to measure improvements over time.
Challenge Yourself – Push your limits and enhance your athletic performance.
Open to All Levels – Whether you're a beginner or an experienced athlete, the PFT is designed for everyone.


 Who Can Join?

HYROX is open to everyone, regardless of fitness level! Whether you're a beginner, a seasoned athlete, or a fitness enthusiast, you can take part in the challenge.

 Event Details:

Date:
Saturday, 19 April 2025
Saturday, 26 April 2025
Sunday,  27 April 2025


 Time: 10 AM – 12 PM
 Location: 

CELEBRITY FITNESS TERAS 

CELEBRITY FITNESS LEVEL 21 SUNSET BALI

CELEBRITY FITNESS LEVEL 21 DENPASAR 

CELEBRITY FITNESS PARIS VAN JAVA

CELEBRITY FITNESS ARTHA GADING



